,model,exp_type,verb,action,true,pred,prompt,response
518,jurassic-large,object-control,called upon,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt called upon Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt called upon Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
519,jurassic-large,object-control,called upon,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt called upon Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt called upon Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
520,jurassic-large,object-control,reminded,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt reminded Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt reminded Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
521,jurassic-large,object-control,reminded,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt reminded Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt reminded Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
522,jurassic-large,object-control,reminded,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt reminded Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt reminded Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
523,jurassic-large,object-control,reminded,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt reminded Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt reminded Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
524,jurassic-large,object-control,reminded,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt reminded Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt reminded Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
525,jurassic-large,object-control,urged,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt urged Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt urged Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
526,jurassic-large,object-control,urged,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt urged Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt urged Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
527,jurassic-large,object-control,urged,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt urged Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt urged Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
528,jurassic-large,object-control,urged,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt urged Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt urged Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
529,jurassic-large,object-control,urged,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt urged Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt urged Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
530,jurassic-large,object-control,asked,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt asked Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt asked Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
531,jurassic-large,object-control,asked,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt asked Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt asked Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
532,jurassic-large,object-control,asked,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt asked Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt asked Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
533,jurassic-large,object-control,asked,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt asked Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt asked Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
534,jurassic-large,object-control,asked,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt asked Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt asked Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
535,jurassic-large,object-control,pleaded with,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt pleaded with Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt pleaded with Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
536,jurassic-large,object-control,pleaded with,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt pleaded with Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt pleaded with Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
537,jurassic-large,object-control,pleaded with,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt pleaded with Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt pleaded with Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
538,jurassic-large,object-control,pleaded with,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt pleaded with Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt pleaded with Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
539,jurassic-large,object-control,pleaded with,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt pleaded with Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt pleaded with Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
540,jurassic-large,object-control,persuaded,to leave,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt persuaded Lena to leave.

Question:  Who left, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt persuaded Lena to leave.\n\nQuestion:  Who left, Kurt or Lena?\nAnswer: ', ' Lena left')"
541,jurassic-large,object-control,persuaded,to call home,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt persuaded Lena to call home.

Question:  Who called home, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt persuaded Lena to call home.\n\nQuestion:  Who called home, Kurt or Lena?\nAnswer: ', ' Lena called')"
542,jurassic-large,object-control,persuaded,to reply,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt persuaded Lena to reply.

Question:  Who replied, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt persuaded Lena to reply.\n\nQuestion:  Who replied, Kurt or Lena?\nAnswer: ', ' Lena replied')"
543,jurassic-large,object-control,persuaded,to wipe the counter,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt persuaded Lena to wipe the counter.

Question:  Who wiped the counter, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt persuaded Lena to wipe the counter.\n\nQuestion:  Who wiped the counter, Kurt or Lena?\nAnswer: ', ' Lena wiped')"
544,jurassic-large,object-control,persuaded,to dance,Lena,Lena,"You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".
Context: Kurt persuaded Lena to dance.

Question:  Who danced, Kurt or Lena?
Answer: ","('You will be given a context and a question. Answer the question with either ""Kurt"" or ""Lena"".\nContext: Kurt persuaded Lena to dance.\n\nQuestion:  Who danced, Kurt or Lena?\nAnswer: ', ' Lena danced')"
