,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
1279,jurassic-jumbo,object-control,William,Avery,False,asked,to call,Avery,other,"You will be given a context and a question.
Context: William asked Avery to call.

Question: Who asked someone to call?
Answer: William
Question: Who was asked to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William asked Avery to call.\n\nQuestion: Who asked someone to call?\nAnswer: William\nQuestion: Who was asked to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '?\n')",1279.0,1279.0,
1280,jurassic-jumbo,object-control,William,Avery,False,persuaded,to come,Avery,Avery,"You will be given a context and a question.
Context: William persuaded Avery to come.

Question: Who persuaded someone to come?
Answer: William
Question: Who was persuaded to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William persuaded Avery to come.\n\nQuestion: Who persuaded someone to come?\nAnswer: William\nQuestion: Who was persuaded to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(A')",1280.0,1280.0,
1281,jurassic-jumbo,object-control,William,Avery,False,persuaded,to go,Avery,Avery,"You will be given a context and a question.
Context: William persuaded Avery to go.

Question: Who was persuaded to go?
Answer: Avery
Question: Who persuaded someone to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William persuaded Avery to go.\n\nQuestion: Who was persuaded to go?\nAnswer: Avery\nQuestion: Who persuaded someone to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '(A')",1281.0,1281.0,
1282,jurassic-jumbo,object-control,William,Avery,False,persuaded,to read,Avery,William,"You will be given a context and a question.
Context: William persuaded Avery to read.

Question: Who persuaded someone to read?
Answer: William
Question: Who was persuaded to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William persuaded Avery to read.\n\nQuestion: Who persuaded someone to read?\nAnswer: William\nQuestion: Who was persuaded to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(William')",1282.0,1282.0,
1283,jurassic-jumbo,object-control,William,Avery,False,persuaded,to run,Avery,Avery,"You will be given a context and a question.
Context: William persuaded Avery to run.

Question: Who persuaded someone to run?
Answer: William
Question: Who was persuaded to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William persuaded Avery to run.\n\nQuestion: Who persuaded someone to run?\nAnswer: William\nQuestion: Who was persuaded to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(A')",1283.0,1283.0,
1284,jurassic-jumbo,object-control,William,Avery,False,persuaded,to call,Avery,other,"You will be given a context and a question.
Context: William persuaded Avery to call.

Question: Who persuaded someone to call?
Answer: William
Question: Who was persuaded to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William persuaded Avery to call.\n\nQuestion: Who persuaded someone to call?\nAnswer: William\nQuestion: Who was persuaded to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '____')",1284.0,1284.0,
1285,jurassic-jumbo,object-control,William,Avery,False,convinced,to come,Avery,William,"You will be given a context and a question.
Context: William convinced Avery to come.

Question: Who convinced someone to come?
Answer: William
Question: Who was convinced to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William convinced Avery to come.\n\nQuestion: Who convinced someone to come?\nAnswer: William\nQuestion: Who was convinced to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(William')",1285.0,1285.0,
1286,jurassic-jumbo,object-control,William,Avery,False,convinced,to go,Avery,William,"You will be given a context and a question.
Context: William convinced Avery to go.

Question: Who convinced someone to go?
Answer: William
Question: Who was convinced to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William convinced Avery to go.\n\nQuestion: Who convinced someone to go?\nAnswer: William\nQuestion: Who was convinced to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '(William')",1286.0,1286.0,
1287,jurassic-jumbo,object-control,William,Avery,False,convinced,to read,Avery,Avery,"You will be given a context and a question.
Context: William convinced Avery to read.

Question: Who was convinced to read?
Answer: Avery
Question: Who convinced someone to read?
Answer: William
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William convinced Avery to read.\n\nQuestion: Who was convinced to read?\nAnswer: Avery\nQuestion: Who convinced someone to read?\nAnswer: William\nQuestion: Who read?\nAnswer: ', '(A')",1287.0,1287.0,
1288,jurassic-jumbo,object-control,William,Avery,False,convinced,to run,Avery,William,"You will be given a context and a question.
Context: William convinced Avery to run.

Question: Who convinced someone to run?
Answer: William
Question: Who was convinced to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William convinced Avery to run.\n\nQuestion: Who convinced someone to run?\nAnswer: William\nQuestion: Who was convinced to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(William')",1288.0,1288.0,
1289,jurassic-jumbo,object-control,William,Avery,False,convinced,to call,Avery,other,"You will be given a context and a question.
Context: William convinced Avery to call.

Question: Who was convinced to call?
Answer: Avery
Question: Who convinced someone to call?
Answer: William
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William convinced Avery to call.\n\nQuestion: Who was convinced to call?\nAnswer: Avery\nQuestion: Who convinced someone to call?\nAnswer: William\nQuestion: Who called?\nAnswer: ', '____')",1289.0,1289.0,
1290,jurassic-jumbo,object-control,William,Avery,False,forced,to come,Avery,Avery,"You will be given a context and a question.
Context: William forced Avery to come.

Question: Who was forced to come?
Answer: Avery
Question: Who forced someone to come?
Answer: William
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William forced Avery to come.\n\nQuestion: Who was forced to come?\nAnswer: Avery\nQuestion: Who forced someone to come?\nAnswer: William\nQuestion: Who came?\nAnswer: ', '(A')",1290.0,1290.0,
1291,jurassic-jumbo,object-control,William,Avery,False,forced,to go,Avery,Avery,"You will be given a context and a question.
Context: William forced Avery to go.

Question: Who was forced to go?
Answer: Avery
Question: Who forced someone to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William forced Avery to go.\n\nQuestion: Who was forced to go?\nAnswer: Avery\nQuestion: Who forced someone to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '(A')",1291.0,1291.0,
1292,jurassic-jumbo,object-control,William,Avery,False,forced,to read,Avery,William,"You will be given a context and a question.
Context: William forced Avery to read.

Question: Who was forced to read?
Answer: Avery
Question: Who forced someone to read?
Answer: William
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William forced Avery to read.\n\nQuestion: Who was forced to read?\nAnswer: Avery\nQuestion: Who forced someone to read?\nAnswer: William\nQuestion: Who read?\nAnswer: ', '(William')",1292.0,1292.0,
1293,jurassic-jumbo,object-control,William,Avery,False,forced,to run,Avery,Avery,"You will be given a context and a question.
Context: William forced Avery to run.

Question: Who was forced to run?
Answer: Avery
Question: Who forced someone to run?
Answer: William
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William forced Avery to run.\n\nQuestion: Who was forced to run?\nAnswer: Avery\nQuestion: Who forced someone to run?\nAnswer: William\nQuestion: Who ran?\nAnswer: ', '(A')",1293.0,1293.0,
1294,jurassic-jumbo,object-control,William,Avery,False,forced,to call,Avery,William,"You will be given a context and a question.
Context: William forced Avery to call.

Question: Who forced someone to call?
Answer: William
Question: Who was forced to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William forced Avery to call.\n\nQuestion: Who forced someone to call?\nAnswer: William\nQuestion: Who was forced to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '(William')",1294.0,1294.0,
1295,jurassic-jumbo,object-control,William,Avery,False,pushed,to come,Avery,William,"You will be given a context and a question.
Context: William pushed Avery to come.

Question: Who pushed someone to come?
Answer: William
Question: Who was pushed to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: William pushed Avery to come.\n\nQuestion: Who pushed someone to come?\nAnswer: William\nQuestion: Who was pushed to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(William')",1295.0,1295.0,
1296,jurassic-jumbo,object-control,William,Avery,False,pushed,to go,Avery,William,"You will be given a context and a question.
Context: William pushed Avery to go.

Question: Who was pushed to go?
Answer: Avery
Question: Who pushed someone to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: William pushed Avery to go.\n\nQuestion: Who was pushed to go?\nAnswer: Avery\nQuestion: Who pushed someone to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '(William')",1296.0,1296.0,
1297,jurassic-jumbo,object-control,William,Avery,False,pushed,to read,Avery,other,"You will be given a context and a question.
Context: William pushed Avery to read.

Question: Who pushed someone to read?
Answer: William
Question: Who was pushed to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: William pushed Avery to read.\n\nQuestion: Who pushed someone to read?\nAnswer: William\nQuestion: Who was pushed to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '____')",1297.0,1297.0,
1298,jurassic-jumbo,object-control,William,Avery,False,pushed,to run,Avery,Avery,"You will be given a context and a question.
Context: William pushed Avery to run.

Question: Who was pushed to run?
Answer: Avery
Question: Who pushed someone to run?
Answer: William
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: William pushed Avery to run.\n\nQuestion: Who was pushed to run?\nAnswer: Avery\nQuestion: Who pushed someone to run?\nAnswer: William\nQuestion: Who ran?\nAnswer: ', '(A')",1298.0,1298.0,
1299,jurassic-jumbo,object-control,William,Avery,False,pushed,to call,Avery,other,"You will be given a context and a question.
Context: William pushed Avery to call.

Question: Who pushed someone to call?
Answer: William
Question: Who was pushed to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: William pushed Avery to call.\n\nQuestion: Who pushed someone to call?\nAnswer: William\nQuestion: Who was pushed to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '____')",1299.0,1299.0,
